wupin	ipa
se nge tsau440	sᴇ ŋᴇ ʦæ44
se noe mie	sᴇ nø miɪ
se pe40	sᴇ pᴇ4
se phu	sᴇ pʰu
se po40	sᴇ po4
se poq mie	sᴇ poʔ miɪ
se se lian lian	sᴇ sᴇ liã liã
se sen	sᴇ sən
se seq40	sᴇ səʔ4
se si mie	sᴇ si miɪ
se siau	sᴇ siæ
se sie thaon	sᴇ siɪ tʰɑ̃
se sin lian i	sᴇ sin liã i
se so ng	sᴇ so ŋ
se sy seq keq	sᴇ sɿ səʔ kəʔ
se tie syu	sᴇ tiɪ sʮ
se tie syu440	sᴇ tiɪ sʮ44
se tin	sᴇ tin
se ton mie	sᴇ toŋ miɪ
se tsaq seu440	sᴇ ʦɑʔ søʏ44
se tsaq tsiq deu4440 ngeq[23] die lou23	sᴇ ʦɑʔ ʦiəʔ døʏ444 ŋəʔ23 diɪ ləu23
se tsau	sᴇ ʦæ
se tshian	sᴇ ʦʰiã
se tshin die	sᴇ ʦʰin diɪ
se tshiq gni iq	sᴇ ʦʰiəʔ ȵi iəʔ
se tsie ka tsy	sᴇ ʦiɪ kɑ ʦɿ
se tsin	sᴇ ʦin
se tsiq ka440	sᴇ ʦiəʔ kɑ44
se tsiq kuen	sᴇ ʦiəʔ kuən
se tso kau	sᴇ ʦo kæ
se tso phie	sᴇ ʦo pʰiɪ
se tsoe deu440	sᴇ ʦø døʏ44
se waeq waon440	sᴇ ɦuaʔ ɦuɑ̃44
se yan	sᴇ ɦiã
se yaq	sᴇ ɦiɑʔ
se ye	sᴇ ɦiɪ
se yu40	sᴇ ɦy4
se zan lian toe	sᴇ zã liã tø
se zaon tiau	sᴇ zɑ̃ tiæ
se zen leu	sᴇ zən løʏ
se zeq ci keq	sᴇ zəʔ ʨi kəʔ
se zeq iq440	sᴇ zəʔ iəʔ44
se zie mie	sᴇ ziɪ miɪ
se zo ho	sᴇ zo xo
se zyu40	sᴇ zʮ4
se1	sᴇ44
se3	sᴇ51
se44	sᴇ44
se5	sᴇ523
se523	sᴇ523
seh tseu	səʔ ʦøʏ
sen chioq	sən ʨʰioʔ
sen ciq	sən ʨiəʔ
sen deu	sən døʏ
sen faeq yeu	sən faʔ ɦiʏ
sen ghon	sən ɦoŋ
sen gniu si440	sən ȵy si44
sen hou	sən xəu
sen hue	sən xuᴇ
sen i	sən i
sen khoq	sən kʰoʔ
sen ko	sən ko
sen koe	sən kø
sen laon40 le tseq23	sən lɑ̃4 lᴇ ʦəʔ23
sen lau deu	sən læ døʏ
sen le	sən lᴇ
sen le iau	sən lᴇ iæ
sen lou	sən ləu
sen me	sən mᴇ
sen me[52]3	sən mᴇ52
sen noe ng	sən nø ŋ
sen noe ng440	sən nø ŋ44
sen pe laon440	sən pᴇ lɑ̃44
sen phe40	sən pʰᴇ4
sen sen[52]3	sən sən52
sen seu	sən søʏ
sen sin vu440	sən sin vu44
sen sy bu	sən sɿ bu
sen thi40	sən tʰi4
sen tsaq40 gheu ciaq23	sən ʦɑʔ4 ɦøʏ ʨiɑʔ23
sen tsheq tsiq deu	sən ʦʰəʔ ʦiəʔ døʏ
sen tsie	sən ʦiɪ
sen tsy sin vu	sən ʦɿ sin vu
sen tsy40	sən ʦɿ4
sen waon	sən ɦuɑ̃
sen1	sən44
sen3	sən51
sen5	sən523
sen51	sən51
sen523	sən523
seq chi	səʔ ʨʰi
seq feq teq keq4420 tshoe44	səʔ fəʔ təʔ kəʔ442 ʦʰø44
seq feq tsyu shian4420	səʔ fəʔ ʦʮ ɕiã442
seq i	səʔ i
seq in kou	səʔ in kəu
seq khaeq	səʔ kʰaʔ
seq khuen gho	səʔ kʰuən ɦo
seq le gho chi4[23]40	səʔ lᴇ ɦo ʨʰi23
seq mie	səʔ miɪ
seq nga tshyu	səʔ ŋɑ ʦʰʮ
seq pe	səʔ pᴇ
seq pe5[51]	səʔ pᴇ51
seq pin	səʔ pin
seq si gho5[51]0	səʔ si ɦo51
seq sie	səʔ siɪ
seq syu	səʔ sʮ
seq syu sie san4[23]40	səʔ sʮ siɪ sã23
seq thie5[523]	səʔ tʰiɪ523
seq tsy pau	səʔ ʦɿ pæ
seq zy keq	səʔ zɿ kəʔ
seq43	səʔ43
seq7	səʔ43
seq8	səʔ23
seu boe	søʏ bø
seu cin[52]3	søʏ ʨin52
seu ciu	søʏ ʨy
seu deu	søʏ døʏ
seu di sian	søʏ di siã
seu diau	søʏ diæ
seu ga tsy[523]0	søʏ gɑ ʦɿ523
seu hau daon	søʏ xæ dɑ̃
seu ho tsen	søʏ xo ʦən
seu jieu ho	søʏ ʥiʏ xo
seu jiu	søʏ ʥy
seu kuoe tsy	søʏ kuø ʦɿ
seu li shian[52]30	søʏ li ɕiã52
seu li[52]3	søʏ li52
seu lou[52]3	søʏ ləu52
seu maon ciaq loe	søʏ mɑ̃ ʨiɑʔ lø
seu mie	søʏ miɪ
seu o	søʏ o
seu pe[52]1	søʏ pᴇ52
seu piau[52]3	søʏ piæ52
seu se	søʏ sᴇ
seu seq[52]3	søʏ səʔ52
seu sin[52]3	søʏ sin52
seu thau[52]1	søʏ tʰæ52
seu tin	søʏ tin
seu tsiq deu	søʏ ʦiəʔ døʏ
seu tsiq khaeq	søʏ ʦiəʔ kʰaʔ
seu tsoq	søʏ ʦoʔ
seu tsoq40	søʏ ʦoʔ4
seu zan	søʏ zã
seu zen	søʏ zən
seu zoq	søʏ zoʔ
seu zyu	søʏ zʮ
seu1	søʏ44
seu3	søʏ51
seu5	søʏ523
seu51	søʏ51
seu51 fen51	søʏ51 fən51
seu6	søʏ231
shi de	ɕi dᴇ
shi de[52]1	ɕi dᴇ52
shi gnian	ɕi ȵiã
shi i tie	ɕi i tiɪ
shi khau	ɕi kʰæ
shi kou	ɕi kəu
shi mi	ɕi mi
shi pe tsy	ɕi pᴇ ʦɿ
shi seq	ɕi səʔ
shi seq loq thoq4440	ɕi səʔ loʔ tʰoʔ444
shi sian	ɕi siã
shi tsan	ɕi ʦã
shi tshiaq[52]3	ɕi ʦʰiɑʔ52
shi tsy40	ɕi ʦɿ4
shi tsyu	ɕi ʦʮ
shi tsyu[52]3	ɕi ʦʮ52
shi zen[52]3	ɕi zən52
shi zoe	ɕi zø
shi1	ɕi44
shi3	ɕi51
shi5	ɕi523
shia de yin	ɕiɑ dᴇ ɦin
shian bi zau	ɕiã bi zæ
shian bi zau440	ɕiã bi zæ44
shian chi tie	ɕiã ʨʰi tiɪ
shian chi40	ɕiã ʨʰi4
shian daon	ɕiã dɑ̃
shian deu vu koe	ɕiã døʏ vu kø
shian die	ɕiã diɪ
shian feq loq[52]30	ɕiã fəʔ loʔ52
shian fi tsy440	ɕiã fi ʦɿ44
shian gho chioq bie zy44420	ɕiã ɦo ʨʰioʔ biɪ zɿ4442
shian gho chioq si4440	ɕiã ɦo ʨʰioʔ si444
shian gho deu440	ɕiã ɦo døʏ44
shian gho gnin440	ɕiã ɦo ȵin44
shian gho40	ɕiã ɦo4
shian hou40	ɕiã xəu4
shian ie deu440	ɕiã iɪ døʏ44
shian ie hue	ɕiã iɪ xuᴇ
shian ie khoq tsy4440	ɕiã iɪ kʰoʔ ʦɿ444
shian ie phi kou4440	ɕiã iɪ pʰi kəu444
shian ie40	ɕiã iɪ4
shian kan feq zyu o nou	ɕiã kã fəʔ zʮ o nəu
shian kan mi	ɕiã kã mi
shian kan mi tsoq	ɕiã kã mi ʦoʔ
shian ko tsy	ɕiã ko ʦɿ
shian kou	ɕiã kəu
shian le	ɕiã lᴇ
shian lou ciaq	ɕiã ləu ʨiɑʔ
shian lou40	ɕiã ləu4
shian mie khon440	ɕiã miɪ kʰoŋ44
shian oe40	ɕiã ø4
shian syu	ɕiã sʮ
shian syu ho	ɕiã sʮ xo
shian taon	ɕiã tɑ̃
shian tou	ɕiã təu
shian tsaon moq	ɕiã ʦɑ̃ moʔ
shian tshe pin	ɕiã ʦʰᴇ pin
shian tshe40	ɕiã ʦʰᴇ4
shian tshen deu	ɕiã ʦʰən døʏ
shian tshen zyu	ɕiã ʦʰən zʮ
shian tshoe40	ɕiã ʦʰø4
shian tshon	ɕiã ʦʰoŋ
shian tsiau	ɕiã ʦiæ
shian tsoq	ɕiã ʦoʔ
shian ye zon	ɕiã ɦiɪ zoŋ
shian yeu	ɕiã ɦiʏ
shian zan	ɕiã zã
shian zeq kue[52]30	ɕiã zəʔ kuᴇ52
shian zin	ɕiã zin
shian zin40	ɕiã zin4
shian1	ɕiã44
shian3	ɕiã51
shian44	ɕiã44
shian5	ɕiã523
shiau	ɕiæ
shiau gnioq40	ɕiæ ȵioʔ4
shiau tsy[52]3	ɕiæ ʦɿ52
shiau1	ɕiæ44
shiau3	ɕiæ51
shiau5	ɕiæ523
shie cia ghou[52]30	ɕiɪ ʨiɑ ɦəu52
shie kaeq kaeq	ɕiɪ kaʔ kaʔ
shie mie40	ɕiɪ miɪ4
shie tshe	ɕiɪ ʦʰᴇ
shie tsy	ɕiɪ ʦɿ
shie1	ɕiɪ44
shie3	ɕiɪ51
shie44	ɕiɪ44
shie5	ɕiɪ523
shie523	ɕiɪ523
shieu sy40	ɕiʏ sɿ4
shieu1	ɕiʏ44
shieu3	ɕiʏ51
shieu44	ɕiʏ44
shieu5	ɕiʏ523
shieu51	ɕiʏ51
shin lon moe deu	ɕin loŋ mø døʏ
shin weq	ɕin ɦuəʔ
shin weq40	ɕin ɦuəʔ4
shin1	ɕin44
shin5	ɕin523
shio1	ɕio44
shioe deu40	ɕiø døʏ4
shioe1	ɕiø44
shioe3	ɕiø51
shioe5	ɕiø523
shion bu40	ɕioŋ bu4
shion di40	ɕioŋ di4
shion kheu deu	ɕioŋ kʰøʏ døʏ
shion tsau	ɕioŋ ʦæ
shion tsy gnioh	ɕioŋ ʦɿ ȵioʔ
shion1	ɕioŋ44
shioq7	ɕioʔ43
shiq pe	ɕiəʔ pᴇ
shiq shiq	ɕiəʔ ɕiəʔ
shiq shiq ciaq	ɕiəʔ ɕiəʔ ʨiɑʔ
shiq syu	ɕiəʔ sʮ
shiq syu gnie ngo	ɕiəʔ sʮ ȵiɪ ŋo
shiq tiq zaq	ɕiəʔ tiəʔ zɑʔ
shiq7	ɕiəʔ43
shiu	ɕy
shiu ghoe	ɕy ɦø
shiu kue	ɕy kuᴇ
shiu zyu kue	ɕy zʮ kuᴇ
shiu1	ɕy44
shiu3	ɕy51
shiu5	ɕy523
shiu52 gnioe231	ɕy52 ȵiø231
shiun de	ɕyn dᴇ
shiun diau	ɕyn diæ
shiun don te440	ɕyn doŋ tᴇ44
shiun don40	ɕyn doŋ4
shiun ng40	ɕyn ŋ4
shiun tshin deu	ɕyn ʦʰin døʏ
shiun1	ɕyn44
shiun3	ɕyn51
shiuq deu	ɕyəʔ døʏ
shiuq kuoe4[51]	ɕyəʔ kuø51
shiuq shiuq ciau440	ɕyəʔ ɕyəʔ ʨiæ44
shiuq43	ɕyəʔ43
shiuq7	ɕyəʔ43
si	si
si baq mo tsy	si bɑʔ mo ʦɿ
si ciq	si ʨiəʔ
si den ko	si dən ko
si feq sie440	si fəʔ siɪ44
si ghaon	si ɦɑ̃
si ghe	si ɦᴇ
si gnin ngaq kueq deu[523]440	si ȵin ŋɑʔ kuəʔ døʏ523
si ha[52]3 iq tsaq44	si xɑ52 iəʔ ʦɑʔ44
si ji	si ʥi
si kaeq sian	si kaʔ siã
si ko bie	si ko biɪ
si ko boe	si ko bø
si ko tsy440	si ko ʦɿ44
si ko zon	si ko zoŋ
si ko40	si ko4
si mau weq zeq[52]340	si mæ ɦuəʔ zəʔ52
si mie	si miɪ
si moq si sian4440	si moʔ si siã444
si pan	si pã
si pe	si pᴇ
si pe pe	si pᴇ pᴇ
si saeq pan teu	si saʔ pã tøʏ
si saeq[52]3	si saʔ52
si si tau tau4440	si si tæ tæ444
si syu	si sʮ
si te deu	si tᴇ døʏ
si theq tse	si tʰəʔ ʦᴇ
si tsaon	si ʦɑ̃
si tsaon toe khou4440	si ʦɑ̃ tø kʰəu444
si tshe kuoe	si ʦʰᴇ kuø
si tsy	si ʦɿ
si wan deu	si ɦuã døʏ
si ye40	si ɦiɪ4
si yoe	si ɦiø
si yu[52]3	si ɦy52
si1	si44
si3	si51
si5	si523
si51	si51
si523	si523
sia dou kha	siɑ dəu kʰɑ
sia dou zy	siɑ dəu zɿ
sia i	siɑ i
sia siau kha	siɑ siæ kʰɑ
sia siau zy	siɑ siæ zɿ
sia zen	siɑ zən
sia zy de	siɑ zɿ dᴇ
sia zy de[52]30	siɑ zɿ dᴇ52
sia3	siɑ51
sia5	siɑ523
siah tsie	siɑʔ ʦiɪ
siah43	siɑʔ43
sian chiau40	siã ʨʰiæ4
sian fi tsoq	siã fi ʦoʔ
sian gnie	siã ȵiɪ
sian hau	siã xæ
sian mie	siã miɪ
sian mo	siã mo
sian ng[52]3	siã ŋ52
sian sen deu	siã sən døʏ
sian sin	siã sin
sian sy gniau	siã sɿ ȵiæ
sian tan	siã tã
sian tshin40	siã ʦʰin4
sian tsy40	siã ʦɿ4
sian ua gnie deu	siã uɑ ȵiɪ døʏ
sian zaq tse	siã zɑʔ ʦᴇ
sian zen	siã zən
sian zeq fu	siã zəʔ fu
sian zyu40	siã zʮ4
sian1	siã44
sian3	siã51
sian44 lon koe23	siã44 loŋ kø23
sian5	siã523
sian51	siã51
siaq syu phie	siɑʔ sʮ pʰiɪ
siaq7	siɑʔ43
siau a yi	siæ ɑ ɦi
siau aeh	siæ aʔ
siau aeq jieu	siæ aʔ ʥiʏ
siau aeq soq[52]30	siæ aʔ soʔ52
siau ba[52]3	siæ bɑ52
siau ban yeu[52]30	siæ bã ɦiʏ52
siau baq nian	siæ bɑʔ niã
siau baq tshe	siæ bɑʔ ʦʰᴇ
siau bie	siæ biɪ
siau chi	siæ ʨʰi
siau chi phe[52]30	siæ ʨʰi pʰᴇ52
siau chiq[52]3	siæ ʨʰiəʔ52
siau ci[52]3	siæ ʨi52
siau ciaq gha tsy[52]340	siæ ʨiɑʔ ɦɑ ʦɿ52
siau ciaq gnian gnian[523]40	siæ ʨiɑʔ ȵiã ȵiã523
siau cin5[52]3	siæ ʨin52
siau ciu	siæ ʨy
siau deu	siæ døʏ
siau dou bi[523]0	siæ dəu bi523
siau dou tsia[52]30	siæ dəu ʦiɑ52
siau fe[52]1	siæ fᴇ52
siau fen[52]3	siæ fən52
siau fi	siæ fi
siau geq	siæ gəʔ
siau ghoe	siæ ɦø
siau ghoq	siæ ɦoʔ
siau ghou tsy	siæ ɦəu ʦɿ
siau ghuaon ng	siæ ɦuɑ̃ ŋ
siau gni tsy[52]30	siæ ȵi ʦɿ52
siau gnian ng	siæ ȵiã ŋ
siau gnian ng[52]30	siæ ȵiã ŋ52
siau gnie ia[52]30	siæ ȵiɪ iɑ52
siau gnieu[52]3	siæ ȵiʏ52
siau gnin syu[52]30	siæ ȵin sʮ52
siau gnin[52]3	siæ ȵin52
siau gnioq mie	siæ ȵioʔ miɪ
siau gniq huen	siæ ȵiəʔ xuən
siau haq li5[23]0	siæ xɑʔ li23
siau haq ti5[23]0	siæ xɑʔ ti23
siau hou tsy[52]30	siæ xəu ʦɿ52
siau iq poe440	siæ iəʔ pø44
siau ka	siæ kɑ
siau ka ba chi	siæ kɑ bɑ ʨʰi
siau ka ba chi[52]340	siæ kɑ bɑ ʨʰi52
siau keu	siæ køʏ
siau kha[52]3	siæ kʰɑ52
siau khau	siæ kʰæ
siau khe	siæ kʰᴇ
siau koe ng	siæ kø ŋ
siau koe ng[52]30	siæ kø ŋ52
siau koe[52]3	siæ kø52
siau kon	siæ koŋ
siau lau mo[52]30	siæ læ mo52
siau lie	siæ liɪ
siau lin cian	siæ lin ʨiã
siau lin tsyu se[52]340	siæ lin ʦʮ sᴇ52
siau loe	siæ lø
siau lon moe deu	siæ loŋ mø døʏ
siau loq we[52]30	siæ loʔ ɦuᴇ52
siau lou	siæ ləu
siau maq[52]3	siæ mɑʔ52
siau mau bin[52]30	siæ mæ bin52
siau mau deu[52]30	siæ mæ døʏ52
siau mi tsy	siæ mi ʦɿ
siau miq tsiq deu	siæ miəʔ ʦiəʔ døʏ
siau miq tsiq deu[52]340	siæ miəʔ ʦiəʔ døʏ52
siau mo	siæ mo
siau moe	siæ mø
siau nge	siæ ŋᴇ
siau ngeq	siæ ŋəʔ
siau noe	siæ nø
siau ou yi	siæ əu ɦi
siau paeq laeq tsy[52]340	siæ paʔ laʔ ʦɿ52
siau pau nge	siæ pæ ŋᴇ
siau pe[52]1	siæ pᴇ52
siau phaon[52]3	siæ pʰɑ̃52
siau phau zan	siæ pʰæ zã
siau pi poq	siæ pi poʔ
siau piq se	siæ piəʔ sᴇ
siau poe gniq	siæ pø ȵiəʔ
siau poe ia	siæ pø iɑ
siau san	siæ sã
siau shia[52]3	siæ ɕiɑ52
siau sin[52]3	siæ sin52
siau siq	siæ siəʔ
siau soq	siæ soʔ
siau sou sou[52]30	siæ səu səu52
siau syu	siæ sʮ
siau teq	siæ təʔ
siau the	siæ tʰᴇ
siau tiq liq mau tsy[52]3420	siæ tiəʔ liəʔ mæ ʦɿ52
siau tiq tsy mau	siæ tiəʔ ʦɿ mæ
siau tsau mo yeu	siæ ʦæ mo ɦiʏ
siau tshe uoe[52]30	siæ ʦʰᴇ uø52
siau tshe[52]3	siæ ʦʰᴇ52
siau tsheq lau	siæ ʦʰəʔ læ
siau tshin tshe[52]30	siæ ʦʰin ʦʰᴇ52
siau tsi me[52]30	siæ ʦi mᴇ52
siau tsou sou[52]30	siæ ʦəu səu52
siau tsyu[52]3	siæ ʦʮ52
siau wen den	siæ ɦuən dən
siau yan	siæ ɦiã
siau yoe tsy	siæ ɦiø ʦɿ
siau yu[52]3	siæ ɦy52
siau zan chi[52]30	siæ zã ʨʰi52
siau zan[52]3	siæ zã52
siau zaon	siæ zɑ̃
siau zaq deu[52]30	siæ zɑʔ døʏ52
siau zaq hue jiau	siæ zɑʔ xuᴇ ʥiæ
siau ze deu	siæ zᴇ døʏ
siau zeq	siæ zəʔ
siau zy piq	siæ zɿ piəʔ
siau1	siæ44
siau3	siæ51
siau41zeq34	?
siau5	siæ523
siau52 baq zy2[523]	siæ52 bɑʔ zɿ523
sie	siɪ
sie chi deu440	siɪ ʨʰi døʏ44
sie cioe	siɪ ʨiø
sie ciuq syu	siɪ ʨyəʔ sʮ
sie deu	siɪ døʏ
sie doe	siɪ dø
sie fen	siɪ fən
sie gnin	siɪ ȵin
sie gnin jieu	siɪ ȵin ʥiʏ
sie gnin pie	siɪ ȵin piɪ
sie gnin tsan	siɪ ȵin ʦã
sie jiu40	siɪ ʥy4
sie kau mo	siɪ kæ mo
sie lau ya	siɪ læ ɦiɑ
sie mi ve	siɪ mi vᴇ
sie mi40	siɪ mi4
sie ngoq40	siɪ ŋoʔ4
sie pe	siɪ pᴇ
sie phoe	siɪ pʰø
sie san40	siɪ sã4
sie seu	siɪ søʏ
sie shi40	siɪ ɕi4
sie shian	siɪ ɕiã
sie sie	siɪ siɪ
sie sie deu	siɪ siɪ døʏ
sie sie40	siɪ siɪ4
sie the	siɪ tʰᴇ
sie tseu	siɪ ʦøʏ
sie tseu[52]3	siɪ ʦøʏ52
sie1	siɪ44
sie3	siɪ51
sie5	siɪ523
sin	sin
sin ciau	sin ʨiæ
sin din40	sin din4
sin gnian	sin ȵiã
sin gnian gnian440	sin ȵiã ȵiã44
sin ji gniq	sin ʥi ȵiəʔ
sin ji iq	sin ʥi iəʔ
sin ji lian	sin ʥi liã
sin kheu deu440	sin kʰøʏ døʏ44
sin koe pau pe	sin kø pæ pᴇ
sin kuaon tsyu	sin kuɑ̃ ʦʮ
sin kuoe gnin440	sin kuø ȵin44
sin li	sin li
sin li shian	sin li ɕiã
sin li thon	sin li tʰoŋ
sin ngoq zie	sin ŋoʔ ziɪ
sin seu	sin søʏ
sin sin ko gnie4440	sin sin ko ȵiɪ444
sin sin40	sin sin4
sin syu	sin sʮ
sin thoh san tie	sin tʰoʔ sã tiɪ
sin vaon40	sin vɑ̃4
sin vu40	sin vu4
sin yi zan	sin ɦi zã
sin1	sin44
sin3	sin51
sin44	sin44
sin44 jin231	sin44 ʥin231
sin44 zau223	sin44 zæ223
sin5	sin523
siq boq	siəʔ boʔ
siq ho	siəʔ xo
siq ho kau	siəʔ xo kæ
siq jiq	siəʔ ʥiəʔ
siq kau	siəʔ kæ
siq khou thon	siəʔ kʰəu tʰoŋ
siq li ghon	siəʔ li ɦoŋ
siq pin	siəʔ pin
siq poq hue440	siəʔ poʔ xuᴇ44
siq son	siəʔ soŋ
siq syu	siəʔ sʮ
siq ten dau	siəʔ tən dæ
siq tshin	siəʔ ʦʰin
siq tsyu	siəʔ ʦʮ
siq yan tse	siəʔ ɦiã ʦᴇ
siq7	siəʔ43
siq[43] yan tseq23	siəʔ43 ɦiã ʦəʔ23
so bi	so bi
so boe	so bø
so daon40	so dɑ̃4
so die	so diɪ
so die yeu440	so diɪ ɦiʏ44
so ghou dau440	so ɦəu dæ44
so gni40	so ȵi4
so ji bau	so ʥi bæ
so ko lin440	so ko lin44
so koq liq	so koʔ liəʔ
so kou	so kəu
so kou40	so kəu4
so m gnian	so m ȵiã
so m[52]3	so m52
so maon	so mɑ̃
so men	so mən
so ng	so ŋ
so ng keq	so ŋ kəʔ
so tsan	so ʦã
so tsau	so ʦæ
so tshaon	so ʦʰɑ̃
so1	so44
so2	so223
so3	so51
so44	so44
so5	so523
so523	so523
soe bi40	sø bi4
soe boe	sø bø
soe boe tsyu	sø bø ʦʮ
soe de	sø dᴇ
soe di	sø di
soe fon tsho	sø foŋ ʦʰo
soe kueq	sø kuəʔ
soe me	sø mᴇ
soe me thaon	sø mᴇ tʰɑ̃
soe miau[52]3	sø miæ52
soe mie	sø miɪ
soe min	sø min
soe min sie san	sø min siɪ sã
soe phaon chi440	sø pʰɑ̃ ʨʰi44
soe sa[52]1 iq tsheq44	sø sɑ52 iəʔ ʦʰəʔ44
soe tshou40	sø ʦʰəu4
soe tsy40	sø ʦɿ4
soe1	sø44
soe3	sø51
soe5	sø523
soe51	sø51
soe523	sø523
son cie ka	soŋ ʨiɪ kɑ
son dou loe phau	soŋ dəu lø pʰæ
son khaq	soŋ kʰɑʔ
son kou40	soŋ kəu4
son li	soŋ li
son seu	soŋ søʏ
son tsaon	soŋ ʦɑ̃
son tsau	soŋ ʦæ
son tsen	soŋ ʦən
son tshin	soŋ ʦʰin
son tshyu	soŋ ʦʰʮ
son tsy	soŋ ʦɿ
son tsy gnioq	soŋ ʦɿ ȵioʔ
son tsy tsau gni mo pin	soŋ ʦɿ ʦæ ȵi mo pin
son ve	soŋ vᴇ
son zyu deu	soŋ zʮ døʏ
son zyu40	soŋ zʮ4
son1	soŋ44
son5	soŋ523
son52 tsau523	soŋ52 ʦæ523
son52 tson44	soŋ52 ʦoŋ44
soq 7	soʔ43
soq beq thi440	soʔ bəʔ tʰi44
soq ciaq	soʔ ʨiɑʔ
soq deu	soʔ døʏ
soq fen4[51]	soʔ fən51
soq mie5[523]	soʔ miɪ523
soq ngeq	soʔ ŋəʔ
soq seu	soʔ søʏ
soq seu soq ciaq	soʔ søʏ soʔ ʨiɑʔ
soq sin	soʔ sin
soq soq syu syu	soʔ soʔ sʮ sʮ
soq soq44	soʔ soʔ44
soq sy sau tseu	soʔ sɿ sæ ʦøʏ
soq toq	soʔ toʔ
soq toq44	soʔ toʔ44
soq tsiq sau	soʔ ʦiəʔ sæ
soq tsy	soʔ ʦɿ
soq7	soʔ43
sou	səu
sou ciau me	səu ʨiæ mᴇ
sou cie	səu ʨiɪ
sou daon	səu dɑ̃
sou i	səu i
sou i40	səu i4
sou jiq	səu ʥiəʔ
sou khon deu440	səu kʰoŋ døʏ44
sou ngeu don	səu ŋøʏ doŋ
sou phie	səu pʰiɪ
sou poq gnin	səu poʔ ȵin
sou siau tshe440	səu siæ ʦʰᴇ44
sou sou40	səu səu4
sou the	səu tʰᴇ
sou tshe	səu ʦʰᴇ
sou tshe kuoe	səu ʦʰᴇ kuø
sou tsy ha	səu ʦɿ xɑ
sou tsy40	səu ʦɿ4
sou1	səu44
sou3	səu51
sou5	səu523
sy bi kaeq tsan4440	sɿ bi kaʔ ʦã444
sy bin poq uen	sɿ bin poʔ uən
sy bon zoe[52]30	sɿ boŋ zø52
sy ciaq zau thie	sɿ ʨiɑʔ zæ tʰiɪ
sy ciaq zo440	sɿ ʨiɑʔ zo44
sy da cin kaon	sɿ dɑ ʨin kɑ̃
sy deu faeq doe	sɿ døʏ faʔ dø
sy ghan tshaeq faon	sɿ ɦã ʦʰaʔ fɑ̃
sy gnian40	sɿ ȵiã4
sy he	sɿ xᴇ
sy he lon waon	sɿ xᴇ loŋ ɦuɑ̃
sy keq	sɿ kəʔ
sy khan[52]3	sɿ kʰã52
sy khon[52]3	sɿ kʰoŋ52
sy ko	sɿ ko
sy kou40	sɿ kəu4
sy leu40	sɿ løʏ4
sy mie khou	sɿ miɪ kʰəu
sy mie poq faon	sɿ miɪ poʔ fɑ̃
sy mie the	sɿ miɪ tʰᴇ
sy nge	sɿ ŋᴇ
sy seq	sɿ səʔ
sy shi	sɿ ɕi
sy shi deu	sɿ ɕi døʏ
sy shi gnioq	sɿ ɕi ȵioʔ
sy shi thaon doe	sɿ ɕi tʰɑ̃ dø
sy sie	sɿ siɪ
sy sie tie	sɿ siɪ tiɪ
sy so ng	sɿ so ŋ
sy so ng zeq	sɿ so ŋ zəʔ
sy sy zaq zeq4440	sɿ sɿ zɑʔ zəʔ444
sy sy zeq loq, gni poq zeq loq	sɿ sɿ zəʔ loʔ, ȵi poʔ zəʔ loʔ
sy tiq kheq[52]30	sɿ tiəʔ kʰəʔ52
sy tsho	sɿ ʦʰo
sy tsy	sɿ ʦɿ
sy tsy deu	sɿ ʦɿ døʏ
sy tsy keu	sɿ ʦɿ køʏ
sy we teq[52]30	sɿ ɦuᴇ təʔ52
sy ye	sɿ ɦiɪ
sy ye ka san	sɿ ɦiɪ kɑ sã
sy zie ka440	sɿ ziɪ kɑ44
sy zoq	sɿ zoʔ
sy zyu poq tsiq	sɿ zʮ poʔ ʦiəʔ
sy1	sɿ44
sy3	sɿ51
sy44 deu223	sɿ44 døʏ223
sy5	sɿ523
sy51	sɿ51
sy523	sɿ523
sy6	sɿ231
syu	sʮ
syu ba[52]3	sʮ bɑ52
syu ciah	sʮ ʨiɑʔ
syu ciau	sʮ ʨiæ
syu cioh	sʮ ʨioʔ
syu daon[52]3	sʮ dɑ̃52
syu deu	sʮ døʏ
syu doq deu440	sʮ doʔ døʏ44
syu faon tie	sʮ fɑ̃ tiɪ
syu fon tsho	sʮ foŋ ʦʰo
syu ghon lin[52]30	sʮ ɦoŋ lin52
syu gni	sʮ ȵi
syu gni lou	sʮ ȵi ləu
syu gni zan	sʮ ȵi zã
syu gni zoe	sʮ ȵi zø
syu gnieu[52]3	sʮ ȵiʏ52
syu gnin	sʮ ȵin
syu ho sen	sʮ xo sən
syu hou	sʮ xəu
syu ie don[52]30	sʮ iɪ doŋ52
syu ie[52]3	sʮ iɪ52
syu jin	sʮ ʥin
syu ka	sʮ kɑ
syu ka thie laon4440	sʮ kɑ tʰiɪ lɑ̃444
syu ka tsaon	sʮ kɑ ʦɑ̃
syu ka40	sʮ kɑ4
syu kaon[52]3	sʮ kɑ̃52
syu kheu	sʮ kʰøʏ
syu kou	sʮ kəu
syu kou daon	sʮ kəu dɑ̃
syu kou de kau	sʮ kəu dᴇ kæ
syu kou tie	sʮ kəu tiɪ
syu lau o	sʮ læ o
syu li shian[52]30	sʮ li ɕiã52
syu li[52]3	sʮ li52
syu loq mo deu	sʮ loʔ mo døʏ
syu men thin[52]30	sʮ mən tʰin52
syu mi	sʮ mi
